SchoolYear,ESD,CountyNumber,County,CountyDistrictNumber,District,BuildingNumber,School,GradeTested,ELATotalTestedNotTested,ELATotalTested,ELAMetStandardIncludingPrevPass,ELAPercentMetStandardIncludingPrevPass,ELAMetStandardWithoutPrevPass,ELAPercentMetStandardWithoutPrevPass,ELAPercentMetStandardExcludingNoScore,ELALevel1,ELAPercentLevel1,ELALevel2,ELAPercentLevel2,ELALevelBasic,ELAPercentLevelBasic,ELALevel3,ELAPercentLevel3,ELALevel4,ELAPercentLevel4,ELANoScore,ELAPercentNoScore,ELANotMet,ELAPercentNotMet,ELAExcusedAbsence,ELAExempted,ELAWAASPORT,ELAWAASDAPE,MathTotalTestedNotTested,MathTotalTested,MathMetStandardIncludingPrevPass,MathPercentMetStandardIncludingPrevPass,MathMetStandardWithoutPrevPass,MathPercentMetStandardWithoutPrevPass,MathPercentMetStandardExcludingNoScore,MathLevel1,MathPercentLevel1,MathLevel2,MathPercentLevel2,MathLevelBasic,MathPercentLevelBasic,MathLevel3,MathPercentLevel3,MathLevel4,MathPercentLevel4,MathNoScore,MathPercentNoScore,MathNotMet,MathPercentNotMet,MathExcusedAbsence,MathExempted,MathWAASPORT,MathWAASDAPE,ELALevelIndex,MathLevelIndex
2014-15,Educational Service District 113,21,Lewis,21401,Centralia School District,2704,Fords Prairie Elementary,3,96,93,48,50,48,50,51.6,22,22.89,23,23.89,0,0,25,26,23,23.89,3,3.1,48,50,,4,2,,95,91,53,55.7,53,55.7,58.2,12,12.59,26,27.3,0,0,34,35.7,19,20,4,4.2,42,44.2,,6,2,,2.44,2.54
2014-15,Educational Service District 113,21,Lewis,21401,Centralia School District,2768,Washington Elementary School,3,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,100,1,100,,1,,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,100,1,100,,1,,,0,0
2014-15,Educational Service District 113,21,Lewis,21401,Centralia School District,2768,Washington Elementary School,4,128,127,57,44.5,57,44.5,44.9,44,34.29,26,20.3,0,0,34,26.5,23,17.89,1,0.7,71,55.39,,6,2,,128,126,63,49.2,63,49.2,50,18,14,45,35.1,0,0,46,35.89,17,13.19,2,1.5,65,50.7,,6,2,,2.26,2.45
2014-15,Educational Service District 113,21,Lewis,21401,Centralia School District,2768,Washington Elementary School,5,94,92,39,41.39,39,41.39,42.4,24,25.5,29,30.8,0,0,27,28.69,12,12.69,2,2.1,55,58.5,,8,4,,92,90,24,26,24,26,26.7,28,30.39,38,41.29,0,0,14,15.19,10,10.8,2,2.1,68,73.9,,8,4,,2.24,2.02
2014-15,Educational Service District 113,21,Lewis,21401,Centralia School District,2768,Washington Elementary School,6,124,122,45,36.2,45,36.2,36.9,24,19.3,53,42.7,0,0,37,29.8,8,6.4,2,1.6,79,63.7,,4,5,,125,123,32,25.6,32,25.6,26,48,38.29,43,34.29,0,0,23,18.3,9,7.09,2,1.6,93,74.4,,4,5,,2.2,1.9
2014-15,Educational Service District 113,21,Lewis,21401,Centralia School District,3172,Jefferson Lincoln Elementary,3,110,108,43,39,43,39,39.8,21,19,44,40,0,0,25,22.69,18,16.3,2,1.8,67,60.89,,5,,,106,102,57,53.7,57,53.7,55.9,16,15,29,27.3,0,0,42,39.6,15,14.09,4,3.7,49,46.2,,7,,,2.32,2.45
2014-15,Educational Service District 113,21,Lewis,21401,Centralia School District,3240,Centralia Middle School,7,278,277,167,60,167,60,60.3,50,17.89,60,21.5,0,0,120,43.1,47,16.89,1,0.3,111,39.89,,14,2,,276,273,92,33.29,92,33.29,33.7,67,24.19,114,41.29,0,0,67,24.19,25,9,3,1,184,66.59,1,14,2,,2.58,2.15
2014-15,Educational Service District 113,21,Lewis,21401,Centralia School District,3240,Centralia Middle School,8,263,259,113,42.89,113,42.89,43.6,66,25,80,30.39,0,0,91,34.6,22,8.3,4,1.5,150,57,,14,2,,263,259,72,27.3,72,27.3,27.8,95,36.1,92,34.89,0,0,34,12.9,38,14.4,4,1.5,191,72.59,,15,2,,2.23,2.02
2014-15,Educational Service District 101,22,Lincoln,22008,Sprague School District,2186,Sprague High School,11,7,7,4,57.1,4,57.1,57.1,1,14.19,2,28.5,0,0,4,57.1,0,0,0,0,3,42.79,,,,,6,6,2,33.29,2,33.29,33.3,2,33.29,2,33.29,0,0,2,33.29,0,0,0,0,4,66.59,,1,,,2.42,2
2014-15,Educational Service District 101,22,Lincoln,22008,Sprague School District,3050,Sprague Elementary,3,10,10,3,30,3,30,30,2,20,5,50,0,0,2,20,1,10,0,0,7,70,,,,,10,10,5,50,5,50,50,2,20,3,30,0,0,4,40,1,10,0,0,5,50,,,,,2.2,2.4
2014-15,Educational Service District 101,22,Lincoln,22008,Sprague School District,3050,Sprague Elementary,4,5,5,3,60,3,60,60,1,20,1,20,0,0,2,40,1,20,0,0,2,40,,1,,,5,5,2,40,2,40,40,2,40,1,20,0,0,1,20,1,20,0,0,3,60,,1,,,2.6,2.2
2014-15,Educational Service District 101,22,Lincoln,22009,Reardan-Edwall School District,2478,Reardan Middle-Senior High School,7,51,51,32,62.7,32,62.7,62.7,11,21.5,8,15.59,0,0,24,47,8,15.59,0,0,19,37.2,,2,,,49,49,24,48.89,24,48.89,49,12,24.39,13,26.5,0,0,12,24.39,12,24.39,0,0,25,51,,5,,,2.56,2.48
2014-15,Educational Service District 101,22,Lincoln,22009,Reardan-Edwall School District,2478,Reardan Middle-Senior High School,8,37,37,20,54,20,54,54.1,7,18.89,10,27,0,0,15,40.5,5,13.5,0,0,17,45.89,,2,,,37,37,21,56.7,21,56.7,56.8,9,24.3,7,18.89,0,0,14,37.79,7,18.89,0,0,16,43.2,,3,,,2.48,2.51
2014-15,Educational Service District 101,22,Lincoln,22009,Reardan-Edwall School District,2478,Reardan Middle-Senior High School,11,48,43,26,54.1,26,54.1,60.5,8,16.6,9,18.69,0,0,19,39.5,7,14.5,5,10.4,22,45.79,,2,,,48,43,12,25,12,25,27.9,22,45.79,9,18.69,0,0,8,16.6,4,8.3,5,10.4,36,75,,3,,,2.3,1.66
2014-15,Educational Service District 101,22,Lincoln,22009,Reardan-Edwall School District,2864,Reardan Elementary School,3,37,36,18,48.6,18,48.6,50,9,24.3,9,24.3,0,0,13,35.1,5,13.5,1,2.7,19,51.29,,,,,38,37,20,52.6,20,52.6,54.1,9,23.6,8,21,0,0,14,36.79,6,15.69,1,2.6,18,47.29,,,,,2.32,2.39
2014-15,Educational Service District 101,22,Lincoln,22009,Reardan-Edwall School District,2864,Reardan Elementary School,4,36,35,21,58.29,21,58.29,60,6,16.6,8,22.19,0,0,14,38.79,7,19.39,1,2.7,15,41.6,,3,,,37,36,20,54,20,54,55.6,3,8.09,13,35.1,0,0,12,32.39,8,21.6,1,2.7,17,45.89,,2,,,2.55,2.62
2014-15,Educational Service District 101,22,Lincoln,22009,Reardan-Edwall School District,2864,Reardan Elementary School,5,48,47,31,64.5,31,64.5,66,9,18.69,7,14.5,0,0,20,41.6,11,22.89,1,2,17,35.39,,1,,,48,47,30,62.5,30,62.5,63.8,10,20.8,7,14.5,0,0,14,29.1,16,33.29,1,2,18,37.5,,1,,,2.64,2.7
2014-15,Educational Service District 101,22,Lincoln,22009,Reardan-Edwall School District,2864,Reardan Elementary School,6,34,34,17,50,17,50,50,8,23.5,9,26.39,0,0,16,47,1,2.89,0,0,17,50,,2,,,33,33,12,36.29,12,36.29,36.4,6,18.1,15,45.39,0,0,5,15.09,7,21.19,0,0,21,63.6,,3,,,2.29,2.39
2014-15,Educational Service District 101,22,Lincoln,22017,Almira School District,2860,Almira Elementary School,3,7,7,7,100,7,100,100,0,0,0,0,0,0,0,0,7,100,0,0,0,0,,,,,8,8,7,87.5,7,87.5,87.5,0,0,1,12.5,0,0,5,62.5,2,25,0,0,1,12.5,,,,,4,3.13
2014-15,Educational Service District 101,22,Lincoln,22017,Almira School District,2860,Almira Elementary School,4,5,5,5,100,5,100,100,0,0,0,0,0,0,1,20,4,80,0,0,0,0,,,,,5,5,4,80,4,80,80,0,0,1,20,0,0,3,60,1,20,0,0,1,20,,,,,3.8,3
2014-15,Educational Service District 101,22,Lincoln,22017,Almira School District,2860,Almira Elementary School,5,5,5,4,80,4,80,80,0,0,1,20,0,0,2,40,2,40,0,0,1,20,,1,,,5,5,2,40,2,40,40,0,0,3,60,0,0,2,40,0,0,0,0,3,60,,1,,,3.2,2.4
2014-15,Educational Service District 101,22,Lincoln,22017,Almira School District,2860,Almira Elementary School,6,29,29,15,51.7,15,51.7,51.7,8,27.5,6,20.6,0,0,8,27.5,7,24.1,0,0,14,48.2,,,,,29,29,11,37.89,11,37.89,37.9,11,37.89,7,24.1,0,0,7,24.1,4,13.69,0,0,18,62,,,,,2.48,2.13
2014-15,Educational Service District 101,22,Lincoln,22017,Almira School District,2860,Almira Elementary School,7,19,19,9,47.29,9,47.29,47.4,4,21,6,31.5,0,0,7,36.79,2,10.5,0,0,10,52.6,,,,,19,19,11,57.79,11,57.79,57.9,5,26.3,3,15.69,0,0,5,26.3,6,31.5,0,0,8,42.1,,,,,2.36,2.63
2014-15,Educational Service District 101,22,Lincoln,22017,Almira School District,2860,Almira Elementary School,8,29,29,21,72.4,21,72.4,72.4,4,13.69,4,13.69,0,0,11,37.89,10,34.39,0,0,8,27.5,,,1,,29,29,18,62,18,62,62.1,3,10.3,8,27.5,0,0,5,17.19,13,44.79,0,0,11,37.89,,,1,,2.92,2.96
2014-15,Educational Service District 101,22,Lincoln,22073,Creston School District,2862,Creston Elementary,3,13,13,4,30.69,4,30.69,30.8,3,23,6,46.1,0,0,2,15.3,2,15.3,0,0,9,69.2,,,,,13,13,5,38.39,5,38.39,38.5,1,7.59,7,53.79,0,0,3,23,2,15.3,0,0,8,61.5,,,,,2.22,2.45
2014-15,Educational Service District 101,22,Lincoln,22073,Creston School District,2862,Creston Elementary,4,7,7,1,14.19,1,14.19,14.3,5,71.4,1,14.19,0,0,1,14.19,0,0,0,0,6,85.7,,1,,,7,7,1,14.19,1,14.19,14.3,3,42.79,3,42.79,0,0,1,14.19,0,0,0,0,6,85.7,,1,,,1.42,1.71
2014-15,Educational Service District 101,22,Lincoln,22073,Creston School District,2862,Creston Elementary,5,4,4,2,50,2,50,50,0,0,2,50,0,0,2,50,0,0,0,0,2,50,,,,,4,4,2,50,2,50,50,0,0,2,50,0,0,2,50,0,0,0,0,2,50,,,,,2.5,2.5
2014-15,Educational Service District 101,22,Lincoln,22073,Creston School District,2862,Creston Elementary,6,14,14,5,35.7,5,35.7,35.7,2,14.19,7,50,0,0,4,28.5,1,7.09,0,0,9,64.2,,,,,14,14,4,28.5,4,28.5,28.6,2,14.19,8,57.1,0,0,0,0,4,28.5,0,0,10,71.4,,,,,2.28,2.42
2014-15,Educational Service District 101,22,Lincoln,22073,Creston School District,2863,Creston Jr-Sr High School,7,5,5,1,20,1,20,20,3,60,1,20,0,0,0,0,1,20,0,0,4,80,,1,,,5,5,1,20,1,20,20,2,40,2,40,0,0,0,0,1,20,0,0,4,80,,1,,,1.8,2
2014-15,Educational Service District 101,22,Lincoln,22073,Creston School District,2863,Creston Jr-Sr High School,8,8,8,4,50,4,50,50,1,12.5,3,37.5,0,0,4,50,0,0,0,0,4,50,,,,,8,8,3,37.5,3,37.5,37.5,4,50,1,12.5,0,0,1,12.5,2,25,0,0,5,62.5,,,,,2.38,2.13
2014-15,Educational Service District 101,22,Lincoln,22073,Creston School District,2863,Creston Jr-Sr High School,11,6,6,5,83.29,5,83.29,83.3,0,0,1,16.6,0,0,4,66.59,1,16.6,0,0,1,16.6,,1,,,6,6,1,16.6,1,16.6,16.7,2,33.29,3,50,0,0,1,16.6,0,0,0,0,5,83.29,,1,,,2.99,1.83
2014-15,Educational Service District 101,22,Lincoln,22105,Odessa School District,2443,Odessa High School,7,23,23,6,26,6,26,26.1,6,26,11,47.79,0,0,6,26,0,0,0,0,17,73.9,,,,,23,23,7,30.39,7,30.39,30.4,4,17.3,12,52.1,0,0,5,21.69,2,8.59,0,0,16,69.5,,,,,2,2.21
2014-15,Educational Service District 101,22,Lincoln,22105,Odessa School District,2443,Odessa High School,8,15,15,7,46.6,7,46.6,46.7,1,6.59,7,46.6,0,0,4,26.6,3,20,0,0,8,53.29,,1,,,15,15,5,33.29,5,33.29,33.3,5,33.29,5,33.29,0,0,3,20,2,13.3,0,0,10,66.59,,1,,,2.6,2.13
2014-15,Educational Service District 101,22,Lincoln,22105,Odessa School District,2443,Odessa High School,11,12,12,9,75,9,75,75,1,8.3,2,16.6,0,0,7,58.29,2,16.6,0,0,3,25,,1,,,12,12,2,16.6,2,16.6,16.7,2,16.6,8,66.59,0,0,1,8.3,1,8.3,0,0,10,83.29,,1,,,2.83,2.08
2014-15,Educational Service District 101,22,Lincoln,22105,Odessa School District,2769,P C Jantz Elementary,3,17,17,12,70.5,12,70.5,70.6,2,11.69,3,17.6,0,0,3,17.6,9,52.89,0,0,5,29.39,,1,1,,17,17,12,70.5,12,70.5,70.6,3,17.6,2,11.69,0,0,4,23.5,8,47,0,0,5,29.39,,1,1,,3.11,2.99
2014-15,Educational Service District 101,22,Lincoln,22105,Odessa School District,2769,P C Jantz Elementary,4,21,18,10,47.6,10,47.6,55.6,2,9.5,6,28.5,0,0,6,28.5,4,19,3,14.19,11,52.29,,,1,,21,18,11,52.29,11,52.29,61.1,2,9.5,5,23.8,0,0,6,28.5,5,23.8,3,14.19,10,47.6,,,1,,2.28,2.38
2014-15,Educational Service District 101,22,Lincoln,22105,Odessa School District,2769,P C Jantz Elementary,5,15,15,7,46.6,7,46.6,46.7,3,20,5,33.29,0,0,4,26.6,3,20,0,0,8,53.29,,,1,,15,14,7,46.6,7,46.6,50,3,20,4,26.6,0,0,3,20,4,26.6,1,6.59,8,53.29,,,1,,2.46,2.4
2014-15,Educational Service District 101,22,Lincoln,22105,Odessa School District,2769,P C Jantz Elementary,6,18,17,6,33.29,6,33.29,35.3,3,16.6,8,44.39,0,0,6,33.29,0,0,1,5.5,12,66.59,,,,,18,17,4,22.19,4,22.19,23.5,5,27.69,8,44.39,0,0,3,16.6,1,5.5,1,5.5,14,77.7,,,,,2.05,1.88
2014-15,Educational Service District 101,22,,22200,Wilbur School District,3289,Wilbur Secondary School,7,25,24,19,76,19,76,79.2,2,8,3,12,2,8,12,48,5,20,1,4,6,24,,,,,25,24,10,40,10,40,41.7,6,24,8,32,0,0,6,24,4,16,1,4,15,60,,,,,2.56,2.24
2014-15,Educational Service District 101,22,,22200,Wilbur School District,3289,Wilbur Secondary School,8,28,28,19,67.79,19,67.79,67.9,4,14.19,5,17.8,1,3.5,10,35.7,8,28.5,0,0,9,32.1,,,,,28,27,14,50,14,50,51.9,5,17.8,8,28.5,1,3.5,11,39.2,2,7.09,1,3.5,14,50,,,,,2.71,2.21
2014-15,Educational Service District 101,22,,22200,Wilbur School District,3289,Wilbur Secondary School,11,20,20,12,60,12,60,60,2,10,6,30,0,0,8,40,4,20,0,0,8,40,,2,,,20,20,6,30,6,30,30,7,35,7,35,0,0,5,25,1,5,0,0,14,70,,2,,,2.7,2
2014-15,Educational Service District 101,22,,22200,Wilbur School District,3290,Wilbur Elementary School,3,17,16,12,70.5,12,70.5,75,2,11.69,2,11.69,0,0,5,29.39,7,41.1,1,5.79,5,29.39,,,1,,16,15,14,87.5,14,87.5,93.3,0,0,1,6.2,1,6.2,8,50,5,31.19,1,6.2,2,12.5,,,1,,2.88,2.87
2014-15,Educational Service District 101,22,,22200,Wilbur School District,3290,Wilbur Elementary School,4,18,18,17,94.4,17,94.4,94.4,0,0,1,5.5,0,0,5,27.69,12,66.59,0,0,1,5.5,,1,,,18,18,11,61.1,11,61.1,61.1,1,5.5,6,33.29,0,0,9,50,2,11.09,0,0,7,38.79,,1,,,3.6,2.66
2014-15,Educational Service District 101,22,,22200,Wilbur School District,3290,Wilbur Elementary School,5,23,22,17,73.9,17,73.9,77.3,3,13,2,8.59,0,0,10,43.39,7,30.39,1,4.29,6,26,,1,,,23,22,12,52.1,12,52.1,54.5,3,13,7,30.39,0,0,2,8.59,10,43.39,1,4.29,11,47.79,,1,,,2.82,2.73
2014-15,Educational Service District 101,22,,22200,Wilbur School District,3290,Wilbur Elementary School,6,24,23,12,50,12,50,52.2,5,20.8,6,25,1,4.09,6,25,5,20.8,1,4.09,12,50,,1,1,,24,23,8,33.29,8,33.29,34.8,9,37.5,6,25,0,0,6,25,2,8.3,1,4.09,16,66.59,,1,1,,2.29,1.96
2014-15,Educational Service District 101,22,Lincoln,22204,Harrington School District,2743,Harrington Elementary School,3,6,6,0,0,0,0,0,3,50,3,50,0,0,0,0,0,0,0,0,6,100,,1,,,6,6,1,16.6,1,16.6,16.7,3,50,2,33.29,0,0,1,16.6,0,0,0,0,5,83.29,,1,,,1.5,1.66
2014-15,Educational Service District 101,22,Lincoln,22204,Harrington School District,2743,Harrington Elementary School,4,12,12,4,33.29,4,33.29,33.3,8,66.59,0,0,0,0,2,16.6,2,16.6,0,0,8,66.59,,1,,,12,12,3,25,3,25,25,3,25,6,50,0,0,2,16.6,1,8.3,0,0,9,75,,1,,,1.83,2.08
2014-15,Educational Service District 101,22,Lincoln,22204,Harrington School District,2743,Harrington Elementary School,5,6,6,1,16.6,1,16.6,16.7,3,50,2,33.29,0,0,1,16.6,0,0,0,0,5,83.29,,1,,,6,6,0,0,0,0,0,3,50,3,50,0,0,0,0,0,0,0,0,6,100,,1,,,1.66,1.5
2014-15,Educational Service District 101,22,Lincoln,22204,Harrington School District,2743,Harrington Elementary School,6,10,8,3,30,3,30,37.5,2,20,3,30,0,0,3,30,0,0,2,20,7,70,,1,,,10,8,3,30,3,30,37.5,2,20,3,30,0,0,3,30,0,0,2,20,7,70,,1,,,1.7,1.7
2014-15,Educational Service District 101,22,Lincoln,22204,Harrington School District,3113,Harrington High School,8,11,10,1,9,1,9,10,5,45.39,4,36.29,0,0,1,9,0,0,1,9,10,90.9,,2,,,11,10,0,0,0,0,0,6,54.5,4,36.29,0,0,0,0,0,0,1,9,11,100,,2,,,1.45,1.27
2014-15,Educational Service District 101,22,Lincoln,22204,Harrington School District,3113,Harrington High School,11,10,9,5,50,5,50,55.6,2,20,2,20,0,0,3,30,2,20,1,10,5,50,,2,,,10,8,2,20,2,20,25,2,20,4,40,0,0,2,20,0,0,2,20,8,80,,2,,,2.3,1.6
2014-15,Educational Service District 101,22,Lincoln,22207,Davenport School District,2668,Davenport Elementary,3,32,32,11,34.29,11,34.29,34.4,7,21.8,14,43.7,0,0,7,21.8,4,12.5,0,0,21,65.59,,1,,,32,32,22,68.7,22,68.7,68.8,5,15.59,5,15.59,0,0,16,50,6,18.69,0,0,10,31.19,,1,,,2.25,2.72
2014-15,Educational Service District 101,22,Lincoln,22207,Davenport School District,2668,Davenport Elementary,4,44,44,23,52.2,23,52.2,52.3,10,22.69,11,25,0,0,16,36.29,7,15.9,0,0,21,47.7,,1,,,44,44,29,65.9,29,65.9,65.9,1,2.2,14,31.8,0,0,22,50,7,15.9,0,0,15,34,,1,,,2.45,2.79
2014-15,Educational Service District 101,22,Lincoln,22207,Davenport School District,2668,Davenport Elementary,5,47,45,29,61.7,29,61.7,64.4,10,21.19,6,12.69,0,0,20,42.5,9,19.1,2,4.2,18,38.2,,1,,,47,45,22,46.79,22,46.79,48.9,8,17,15,31.89,0,0,11,23.39,11,23.39,2,4.2,25,53.1,,1,,,2.5,2.45
2014-15,Educational Service District 101,22,Lincoln,22207,Davenport School District,3173,Davenport Senior High School,6,44,44,30,68.09,30,68.09,68.2,6,13.59,8,18.1,0,0,21,47.7,9,20.39,0,0,14,31.8,,,,,44,44,26,59,26,59,59.1,7,15.9,11,25,0,0,13,29.5,13,29.5,0,0,18,40.89,,,,,2.74,2.72
2014-15,Educational Service District 101,22,Lincoln,22207,Davenport School District,3173,Davenport Senior High School,7,62,62,46,74.09,46,74.09,74.2,8,12.9,8,12.9,0,0,31,50,15,24.1,0,0,16,25.8,,,,,62,62,32,51.6,32,51.6,51.6,9,14.5,21,33.79,0,0,17,27.39,15,24.1,0,0,30,48.29,,,,,2.85,2.61
2014-15,Educational Service District 101,22,Lincoln,22207,Davenport School District,3173,Davenport Senior High School,8,46,45,27,58.6,27,58.6,60,12,26,6,13,0,0,22,47.79,5,10.8,1,2.1,19,41.29,,,,,46,45,14,30.39,14,30.39,31.1,16,34.7,15,32.6,0,0,7,15.19,7,15.19,1,2.1,32,69.5,,,,,2.39,2.06
2014-15,Educational Service District 101,22,Lincoln,22207,Davenport School District,3173,Davenport Senior High School,11,39,32,18,46.1,18,46.1,56.3,2,5.09,12,30.69,0,0,10,25.6,8,20.5,7,17.89,21,53.79,,3,,,39,31,17,43.5,17,43.5,54.8,4,10.19,10,25.6,0,0,9,23,8,20.5,8,20.5,22,56.39,,3,,,2.25,2.12
2014-15,Educational Service District 113,23,Mason,23042,Southside School District,2744,Southside Elementary,3,25,25,18,72,18,72,72,4,16,3,12,0,0,8,32,10,40,0,0,7,28,,,,,25,25,14,56,14,56,56,3,12,8,32,0,0,8,32,6,24,0,0,11,44,,,,,2.96,2.68
2014-15,Educational Service District 113,23,Mason,23042,Southside School District,2744,Southside Elementary,4,26,26,13,50,13,50,50,6,23,7,26.89,0,0,7,26.89,6,23,0,0,13,50,,2,,,26,26,13,50,13,50,50,3,11.5,10,38.39,0,0,9,34.6,4,15.3,0,0,13,50,,2,,,2.49,2.53
2014-15,Educational Service District 113,23,Mason,23042,Southside School District,2744,Southside Elementary,5,24,24,15,62.5,15,62.5,62.5,2,8.3,7,29.1,0,0,10,41.6,5,20.8,0,0,9,37.5,,2,,,24,24,17,70.79,17,70.79,70.8,4,16.6,3,12.5,0,0,10,41.6,7,29.1,0,0,7,29.1,,2,,,2.75,2.83
2014-15,Educational Service District 113,23,Mason,23042,Southside School District,2744,Southside Elementary,6,23,23,18,78.2,18,78.2,78.3,2,8.59,3,13,0,0,15,65.2,3,13,0,0,5,21.69,,2,,,23,23,15,65.2,15,65.2,65.2,2,8.59,6,26,0,0,7,30.39,8,34.7,0,0,8,34.7,,2,,,2.82,2.91
2014-15,Educational Service District 113,23,Mason,23042,Southside School District,2744,Southside Elementary,7,28,28,20,71.4,20,71.4,71.4,2,7.09,6,21.39,0,0,11,39.2,9,32.1,0,0,8,28.5,,1,,,28,28,17,60.7,17,60.7,60.7,6,21.39,5,17.8,0,0,8,28.5,9,32.1,0,0,11,39.2,,1,,,2.96,2.71
2014-15,Educational Service District 113,23,Mason,23054,Grapeview School District,2145,Grapeview Elementary & Middle School,3,23,23,16,69.5,16,69.5,69.6,3,13,4,17.3,0,0,5,21.69,11,47.79,0,0,7,30.39,,1,,,25,25,18,72,18,72,72,4,16,3,12,0,0,10,40,8,32,0,0,7,28,,1,,,3.04,2.88
2014-15,Educational Service District 113,23,Mason,23054,Grapeview School District,2145,Grapeview Elementary & Middle School,4,38,38,21,55.2,21,55.2,55.3,10,26.3,7,18.39,0,0,14,36.79,7,18.39,0,0,17,44.7,,,,,39,39,9,23,9,23,23.1,9,23,21,53.79,0,0,8,20.5,1,2.5,0,0,30,76.9,,,,,2.47,2.02
2014-15,Educational Service District 113,23,Mason,23054,Grapeview School District,2145,Grapeview Elementary & Middle School,5,31,31,12,38.7,12,38.7,38.7,9,29,10,32.2,0,0,8,25.8,4,12.9,0,0,19,61.2,,1,,,31,31,5,16.1,5,16.1,16.1,10,32.2,16,51.6,0,0,4,12.9,1,3.2,0,0,26,83.79,,1,,,2.22,1.87
2014-15,Educational Service District 113,23,Mason,23054,Grapeview School District,2145,Grapeview Elementary & Middle School,6,24,24,15,62.5,15,62.5,62.5,1,4.09,8,33.29,0,0,12,50,3,12.5,0,0,9,37.5,,1,,,24,24,8,33.29,8,33.29,33.3,6,25,10,41.6,0,0,6,25,2,8.3,0,0,16,66.59,,2,,,2.71,2.16
2014-15,Educational Service District 113,23,Mason,23054,Grapeview School District,2145,Grapeview Elementary & Middle School,7,18,18,14,77.7,14,77.7,77.8,2,11.09,2,11.09,0,0,9,50,5,27.69,0,0,4,22.19,,,,,18,18,10,55.5,10,55.5,55.6,3,16.6,5,27.69,0,0,7,38.79,3,16.6,0,0,8,44.39,,,,,2.94,2.55
2014-15,Educational Service District 113,23,Mason,23054,Grapeview School District,2145,Grapeview Elementary & Middle School,8,12,12,11,91.59,11,91.59,91.7,0,0,1,8.3,0,0,7,58.29,4,33.29,0,0,1,8.3,,,,,13,13,8,61.5,8,61.5,61.5,1,7.59,4,30.69,0,0,3,23,5,38.39,0,0,5,38.39,,,,,3.25,2.92
2014-15,Office of Superintendent of Public Instruction,50,,50002,Juvenile Detention Centers,1888,Mason County Detention Center,7,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,,1,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,,2,,,,
2014-15,Office of Superintendent of Public Instruction,50,,50002,Juvenile Detention Centers,1888,Mason County Detention Center,8,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,,2,,,,
2014-15,Office of Superintendent of Public Instruction,50,,50002,Juvenile Detention Centers,1888,Mason County Detention Center,11,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,,13,,,1,1,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,100,,12,,,,1
2014-15,Educational Service District 113,23,Mason,23309,Shelton School District,2745,Evergreen Elementary School,3,94,94,22,23.39,22,23.39,23.4,49,52.1,23,24.39,0,0,13,13.8,9,9.5,0,0,72,76.5,,9,,,93,93,35,37.6,35,37.6,37.6,21,22.5,37,39.7,0,0,25,26.8,10,10.69,0,0,58,62.29,,10,,,1.8,2.25
2014-15,Educational Service District 113,23,Mason,23309,Shelton School District,2745,Evergreen Elementary School,4,74,73,18,24.3,18,24.3,24.7,37,50,18,24.3,0,0,11,14.8,7,9.4,1,1.3,56,75.59,,8,,,74,73,26,35.1,26,35.1,35.6,16,21.6,31,41.79,0,0,19,25.6,7,9.4,1,1.3,48,64.79,,8,,,1.81,2.2
2014-15,Educational Service District 113,23,Mason,23309,Shelton School District,2745,Evergreen Elementary School,5,83,82,26,31.3,26,31.3,31.7,36,43.29,20,24,0,0,15,18,11,13.19,1,1.19,57,68.59,,4,,,82,81,29,35.29,29,35.29,35.8,36,43.89,16,19.5,0,0,17,20.69,12,14.59,1,1.19,53,64.59,,5,,,1.98,2.03
2014-15,Educational Service District 113,23,Mason,23309,Shelton School District,3241,Shelton High School,11,304,88,47,15.4,47,15.4,53.4,10,3.2,31,10.09,0,0,36,11.8,11,3.6,216,71,257,84.5,17,40,2,,260,68,13,5,13,5,19.1,37,14.19,18,6.9,0,0,11,4.2,2,0.7,192,73.79,247,95,61,40,2,,0.73,0.43
2014-15,Educational Service District 113,23,Mason,23309,Shelton School District,3291,Bordeaux Elementary School,3,100,100,55,55,55,55,55,17,17,28,28,0,0,32,32,23,23,0,0,45,45,,5,,,98,98,61,62.2,61,62.2,62.2,15,15.3,22,22.39,0,0,46,46.89,15,15.3,0,0,37,37.7,,6,,,2.61,2.62
2014-15,Educational Service District 113,23,Mason,23309,Shelton School District,3291,Bordeaux Elementary School,4,94,94,40,42.5,40,42.5,42.6,26,27.6,28,29.69,0,0,22,23.39,18,19.1,0,0,54,57.39,,6,,,94,94,47,50,47,50,50,14,14.8,33,35.1,0,0,34,36.1,13,13.8,0,0,47,50,,7,,,2.34,2.49
2014-15,Educational Service District 113,23,Mason,23309,Shelton School District,3291,Bordeaux Elementary School,5,87,87,36,41.29,36,41.29,41.4,27,31,24,27.5,0,0,29,33.29,7,8,0,0,51,58.6,,3,,,87,87,24,27.5,24,27.5,27.6,24,27.5,39,44.79,0,0,15,17.19,9,10.3,0,0,63,72.4,,3,,,2.18,2.1
